Identifier,Description,Source,Publisher,Year,Topic
ES_taxrates_SML,Tax rates - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_SML,Transportation - Small (5-19),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_MED,Access to finance - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_MED,Access to land - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_MED,Business licensing and permits - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_MED,Corruption - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_MED,Courts - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_MED,"Crime, theft and disorder - Medium (20-99)",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_MED,Customs and trade regulations - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_MED,Electricity - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_MED,Inadequately educated workforce - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_MED,Labor regulations - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_MED,Political instability - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_MED,Practices of the informal sector - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_MED,Tax administration - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_MED,Tax rates - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_MED,Transportation - Medium (20-99),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_LRG,Access to finance - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_LRG,Access to land - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_LRG,Business licensing and permits - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_LRG,Corruption - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_LRG,Courts - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_LRG,"Crime, theft and disorder - Large (100+)",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_LRG,Customs and trade regulations - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_LRG,Electricity - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_LRG,Inadequately educated workforce - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_LRG,Labor regulations - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_LRG,Political instability - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_LRG,Practices of the informal sector - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_LRG,Tax administration - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_LRG,Tax rates - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_LRG,Transportation - Large (100+),The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_FEM,Access to finance - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_FEM,Access to land - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_FEM,Business licensing and permits - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_FEM,Corruption - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_FEM,Courts - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_FEM,"Crime, theft and disorder - Female Top Managers",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_FEM,Customs and trade regulations - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_FEM,Electricity - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_FEM,Inadequately educated workforce - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_FEM,Labor regulations - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_FEM,Political instability - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_FEM,Practices of the informal sector - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_FEM,Tax administration - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_FEM,Tax rates - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_FEM,Transportation - Female Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_DOM,Access to finance - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_DOM,Access to land - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_DOM,Business licensing and permits - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_DOM,Corruption - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_DOM,Courts - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_DOM,"Crime, theft and disorder - Domestic Owners",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_DOM,Customs and trade regulations - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_DOM,Electricity - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_DOM,Inadequately educated workforce - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_DOM,Labor regulations - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_DOM,Political instability - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_DOM,Practices of the informal sector - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_DOM,Tax administration - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_DOM,Tax rates - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_DOM,Transportation - Domestic Owners,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_MAL,Access to finance - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_MAL,Access to land - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_MAL,Business licensing and permits - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_MAL,Corruption - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_MAL,Courts - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_MAL,"Crime, theft and disorder - Male Top Managers",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_MAL,Customs and trade regulations - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_MAL,Electricity - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_MAL,Inadequately educated workforce - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_MAL,Labor regulations - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_MAL,Political instability - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_MAL,Practices of the informal sector - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_MAL,Tax administration - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_MAL,Tax rates - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_MAL,Transportation - Male Top Managers,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstofinance_NEX,Access to finance - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_accesstoland_NEX,Access to land - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_licensingandpermits_NEX,Business licensing and permits - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_corruption_NEX,Corruption - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_courts_NEX,Courts - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_crimetheftanddisorder_NEX,"Crime, theft and disorder - Non-exporters",The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_customstraderegulations_NEX,Customs and trade regulations - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_electricity_NEX,Electricity - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_workforcetraining_NEX,Inadequately educated workforce - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_laborregulations_NEX,Labor regulations - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_politicalinstability_NEX,Political instability - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_practicesofinformality_NEX,Practices of the informal sector - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxsystem_NEX,Tax administration - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_taxrates_NEX,Tax rates - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
ES_transportation_NEX,Transportation - Non-exporters,The Enterprise Survey,The World Bank Group,2018,Competitiveness and Ease of Business
DB_easedoingbiz_1,Ease of doing business rank (DB19),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_easedoingbiz_2,Ease of doing business score (DB17-19 methodology),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_easedoingbiz_3,Ease of doing business score (DB16 methodology),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_easedoingbiz_4,Ease of doing business score (DB15 methodology),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_easedoingbiz_5,Ease of doing business score (DB10-14 methodology),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_1,Rank-Starting a business (DB19),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_2,Score-Starting a business,Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_3,Procedures - Men (number),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_4,Time - Men (days),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_5,Cost - Men (% of income per capita),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_6,Procedures - Women (number),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_7,Time - Women (days),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_8,Cost - Women (% of income per capita),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
DB_startbiz_9,Paid-in Minimum capital (% of income per capita),Doing Business Indicators,The World Bank Group,2018,Competitiveness and Ease of Business
